0,1,2,3
196.52010623940288,412.92430815909984,156.95463887091594,641.1907467746928
195.6460561136622,278.72439256211425,156.91959150215922,640.2751322918754
194.938509082942,262.94278889043255,156.91329371557572,638.6318211580102
191.7038137790396,250.56348733212272,156.90473611279342,601.4961690472708
191.55882661767072,246.30930556721157,156.89023026124548,582.3641919214724
191.50371656691104,244.0625813223666,156.83030101132465,558.3430004437885
0.0,236.04096677879247,156.77666909591477,555.9485275427573
0.0,228.52827106288026,156.61943548103545,552.6457723394681
0.0,223.25630379064148,156.6185593084781,546.2347445565789
0.0,188.03499731277026,156.47999553509172,540.7153968330837
0.0,183.58386536051106,156.47978244051816,531.3099754610707
0.0,181.85454401858672,156.0885845982975,524.2268447374009
0.0,178.3837571908483,156.02584540919617,516.3061719727295
0.0,172.8758277744131,155.9520472761652,513.0705081486138
0.0,99.71477743935706,155.90908237181947,508.7594488550434
0.0,98.9438475225898,155.9013919795161,506.7406139670031
0.0,98.77390539644071,155.88296727487108,504.3019622444694
0.0,92.62405578690574,155.87416194236965,502.38066799572925
0.0,92.62372833788686,155.8681767284509,498.92571141754445
0.0,92.55157028467264,155.7049824466939,494.4437295052184
0.0,81.13654564014314,155.60899073008227,493.54493366607227
0.0,80.5410587924715,155.6010657368344,486.62240007764507
0.0,80.5398834240474,155.5964569425882,481.4722068745106
0.0,80.53582191023179,155.59409809260126,480.15180322021615
0.0,78.57103010879395,155.59382524824534,427.395655245836
0.0,76.82832412169469,155.08294370368986,388.71765779553317
0.0,76.7840214780137,155.00477863764428,385.1536150863143
0.0,76.70647773153269,154.99092113413812,381.95345088262553
0.0,67.14156357386626,153.70014728754174,380.99408697487047
0.0,63.31006018795025,153.5601916775354,377.6310489167526
0.0,63.157947595641744,153.51131491460592,376.3196054433678
0.0,57.70453405057959,153.490868472828,374.274497427321
0.0,57.664573467594415,153.4866607752492,372.37554891401544
0.0,57.64465288256142,145.89848557538417,253.54345216286748
0.0,57.40007582264121,145.89277720194582,250.7045519509016
0.0,56.02234067975955,145.8880883834839,250.45057887689563
0.0,55.09943039247829,145.86347007406337,208.11067103398352
0.0,55.09858895542691,145.79894542259456,207.64991206472186
0.0,55.082070509709936,145.74196565838147,207.62802401902593
0.0,53.96082671444847,145.7366526467506,206.94197838770364
0.0,53.94439853878711,145.7097765534457,196.02127192276603
0.0,46.48049555533934,145.12265019421062,195.97541105255638
0.0,46.47736801064525,144.87486438088388,195.050350336065
0.0,44.975835898080085,144.87473891708325,195.020188701528
0.0,43.15046052371988,144.87152310791808,194.0282551118224
0.0,43.10255987279791,144.8013762603183,189.41287038196492
0.0,43.09435759364171,144.73078469972634,188.339822580468
0.0,43.03139674498198,144.7221019892031,188.19709541259684
0.0,43.025419908295106,144.71869568113,188.08241837342496
0.0,43.01310019228078,144.71845504607418,187.9458279658138
0.0,42.981644378442624,144.71204548208325,187.82693991974338
0.0,41.04264607733602,144.61326575672197,187.75686209334498
0.0,40.606180887187136,142.66505489447206,186.61418243054155
0.0,38.15970047601283,142.5840495647053,186.50467452990443
0.0,37.81124731617741,142.49810771335032,185.73014510860907
0.0,23.28411611341659,142.4898662748563,184.83192819641977
0.0,23.241964422771144,142.4398943891644,184.08545899352276
0.0,20.86831358758283,142.1557804484704,180.914396412078
0.0,5.220274931088065,136.16744140291695,180.53881767157245
0.0,0.0,136.15784602225136,179.87666569582407
0.0,0.0,136.134848402246,179.8078999143577
0.0,0.0,136.12767985448923,179.74300740776366
0.0,0.0,135.96492259217413,91.07282345508422
0.0,0.0,135.94281143060874,91.04525206567092
0.0,0.0,135.92064629726568,91.0376306734533
0.0,0.0,135.9174431040905,90.84702584754191
0.0,0.0,81.30209945521226,90.82341145303474
0.0,0.0,57.19349529496501,90.66503333475723
0.0,0.0,55.131461131348495,90.65418234397424
0.0,0.0,55.03762024980275,90.31533863162194
